shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
99914:99240,22037,47.465668,-122.278877,19656.7
99914:99240,22038,47.465763,-122.278572,19735.4
99914:99240,22039,47.465824,-122.278328,19801.7
99914:99240,22040,47.465885,-122.278084,19866.2
99914:99240,22041,47.465935,-122.277824,19930.9
99914:99240,22042,47.465973,-122.277580,19995.5
99914:99240,22043,47.465996,-122.277344,20052.9
99914:99240,22044,47.466011,-122.277115,20110.4
99914:99240,22045,47.466026,-122.276878,20167.8
99914:99240,22046,47.466026,-122.276649,20225.3
99914:99240,22047,47.466026,-122.276413,20282.8
99914:99240,22048,47.466019,-122.276184,20340.2
99914:99240,22049,47.465996,-122.275955,20397.6
99914:99240,22050,47.465973,-122.275734,20455.0
99914:99240,22051,47.465923,-122.275421,20534.0
99914:99240,22052,47.465862,-122.275108,20614.9
99914:99240,22053,47.465382,-122.273094,21139.6
99914:99240,22054,47.465309,-122.272743,21233.4
99914:99240,22055,47.465267,-122.272484,21298.8
99914:99240,22056,47.465241,-122.272247,21357.8
99914:99240,22057,47.465218,-122.272003,21416.8
99914:99240,22058,47.465206,-122.271774,21475.8
99914:99240,22059,47.465214,-122.271431,21560.2
99914:99240,22060,47.465229,-122.271118,21637.2
99914:99240,22061,47.465244,-122.270981,21673.6
99914:99240,22062,47.465279,-122.270828,21710.2
99914:99240,22063,47.465302,-122.270691,21746.8
99914:99240,22064,47.465336,-122.270554,21783.4
99914:99240,22065,47.465382,-122.270393,21825.2
99914:99240,22066,47.465431,-122.270271,21861.8
99914:99240,22067,47.465481,-122.270134,21898.4
99914:99240,22068,47.465534,-122.270027,21935.0
99914:99240,22069,47.465603,-122.269897,21971.6
99914:99240,22070,47.465668,-122.269791,22008.2
99914:99240,22071,47.465736,-122.269684,22044.8
99914:99240,22072,47.465801,-122.269585,22081.4
99914:99240,22073,47.465908,-122.269463,22128.5
99914:99240,22074,47.466011,-122.269356,22175.5
99914:99240,22075,47.466125,-122.269257,22222.6
99914:99240,22076,47.466225,-122.269180,22264.4
99914:99240,22077,47.466347,-122.269112,22311.4
99914:99240,22078,47.466454,-122.269051,22353.2
99914:99240,22079,47.466564,-122.269012,22395.0
99914:99240,22080,47.466709,-122.268974,22446.4
99914:99240,22081,47.466843,-122.268944,22497.8
99914:99240,22082,47.467011,-122.268921,22559.5
99914:99240,22083,47.468437,-122.268791,23080.6
99914:99240,22084,47.468620,-122.268791,23146.9
99914:99240,22085,47.468800,-122.268791,23211.0
99914:99240,22086,47.468994,-122.268806,23284.3
99914:99240,22087,47.469170,-122.268822,23348.4
99914:99240,22088,47.469566,-122.268890,23493.3
99914:99240,22089,47.472145,-122.269440,24444.6
99914:99240,22090,47.472626,-122.269562,24621.8
99914:99240,22091,47.473103,-122.269699,24799.1
99914:99240,22092,47.473419,-122.269806,24917.3
99914:99240,22093,47.473736,-122.269928,25035.5
99914:99240,22094,47.474049,-122.270050,25153.6
99914:99240,22095,47.474354,-122.270187,25271.8
99914:99240,22096,47.474621,-122.270325,25375.2
99914:99240,22097,47.474892,-122.270462,25478.6
99914:99240,22098,47.475780,-122.270950,25824.9
99914:99240,22099,47.478886,-122.272690,27036.7
99914:99240,22100,47.479065,-122.272766,27104.8
99914:99240,22101,47.479229,-122.272850,27167.7
99914:99240,22102,47.479374,-122.272903,27223.2
99914:99240,22103,47.479523,-122.272957,27278.8
99914:99240,22104,47.479755,-122.273026,27366.1
99914:99240,22105,47.479996,-122.273071,27453.4
99914:99240,22106,47.480213,-122.273094,27532.8
99914:99240,22107,47.480454,-122.273094,27620.1
99914:99240,22108,47.480644,-122.273087,27691.2
99914:99240,22109,47.480816,-122.273071,27754.1
99914:99240,22110,47.481556,-122.272949,28023.9
99914:99240,22111,47.481808,-122.272919,28116.7
99914:99240,22112,47.482079,-122.272896,28216.8
99914:99240,22113,47.482330,-122.272903,28308.6
99914:99240,22114,47.482487,-122.272934,28365.0
99914:99240,22115,47.482636,-122.272972,28421.4
99914:99240,22116,47.482788,-122.273018,28477.8
99914:99240,22117,47.482945,-122.273071,28534.1
99914:99240,22118,47.483089,-122.273140,28590.5
99914:99240,22119,47.483238,-122.273209,28646.9
99914:99240,22120,47.483376,-122.273300,28703.4
99914:99240,22121,47.483524,-122.273399,28762.0
99914:99240,22122,47.483719,-122.273560,28842.0
99914:99240,22123,47.483891,-122.273727,28917.4
99914:99240,22124,47.484043,-122.273888,28986.5
99914:99240,22125,47.484219,-122.274109,29072.3
99914:99240,22126,47.484482,-122.274460,29200.9
99914:99240,22127,47.485760,-122.276291,29850.4
99914:99240,22128,47.486065,-122.276733,30005.9
99914:99240,22129,47.488598,-122.280350,31291.0
99914:99240,22130,47.488743,-122.280540,31364.3
99914:99240,22131,47.488872,-122.280708,31426.0
99914:99240,22132,47.489002,-122.280853,31486.5
99914:99240,22133,47.489143,-122.281006,31550.9
99914:99240,22134,47.489387,-122.281242,31655.5
99914:99240,22135,47.489643,-122.281441,31760.1
99914:99240,22136,47.489895,-122.281624,31864.7
99914:99240,22137,47.490170,-122.281769,31969.3
99914:99240,22138,47.490417,-122.281883,32065.8
99914:99240,22139,47.490681,-122.281975,32162.4
99914:99240,22140,47.490955,-122.282043,32264.7
99914:99240,22141,47.491356,-122.282112,32411.3
99914:99240,22142,47.493881,-122.282547,33339.3
99914:99240,22143,47.494270,-122.282631,33482.1
99914:99240,22144,47.494518,-122.282715,33574.8
99914:99240,22145,47.494762,-122.282822,33667.6
99914:99240,22146,47.495003,-122.282944,33760.3
99914:99240,22147,47.495232,-122.283112,33853.1
99914:99240,22148,47.495453,-122.283302,33945.8
99914:99240,22149,47.495564,-122.283409,33995.8
99914:99240,22150,47.495674,-122.283524,34045.8
99914:99240,22151,47.495876,-122.283752,34138.5
99914:99240,22152,47.496059,-122.284012,34231.2
99914:99240,22153,47.496208,-122.284241,34309.8
99914:99240,22154,47.496361,-122.284515,34395.5
99914:99240,22155,47.496933,-122.285606,34739.3
99914:99240,22156,47.497135,-122.285980,34854.5
99914:99240,22157,47.497238,-122.286156,34913.8
99914:99240,22158,47.497372,-122.286346,34981.6
99914:99240,22159,47.497486,-122.286522,35040.9
99914:99240,22160,47.497604,-122.286674,35100.2
99914:99240,22161,47.497753,-122.286850,35168.0
99914:99240,22162,47.497917,-122.287041,35244.3
99914:99240,22163,47.498093,-122.287224,35320.6
99914:99240,22164,47.498268,-122.287384,35396.9
99914:99240,22165,47.498432,-122.287521,35464.7
99914:99240,22166,47.498615,-122.287659,35541.0
99914:99240,22167,47.498779,-122.287781,35608.7
99914:99240,22168,47.498978,-122.287895,35685.0
99914:99240,22169,47.499149,-122.287987,35752.8
99914:99240,22170,47.499325,-122.288071,35820.6
99914:99240,22171,47.499508,-122.288139,35888.5
99914:99240,22172,47.499687,-122.288208,35956.9
99914:99240,22173,47.499969,-122.288284,36060.6
99914:99240,22174,47.501465,-122.288658,36612.5
99914:99240,22175,47.501686,-122.288727,36696.5
99914:99240,22176,47.501896,-122.288795,36776.1
99914:99240,22177,47.502216,-122.288933,36896.2
99914:99240,22178,47.504650,-122.290009,37825.0
99914:99240,22179,47.504898,-122.290108,37918.4
99914:99240,22180,47.505058,-122.290161,37978.3
99914:99240,22181,47.505226,-122.290184,38039.0
99914:99240,22182,47.505379,-122.290184,38095.0
99914:99240,22183,47.505543,-122.290176,38156.1
99914:99240,22184,47.505673,-122.290131,38202.0
99914:99240,22185,47.505795,-122.290092,38247.9
99914:99240,22186,47.505913,-122.290039,38293.8
99914:99240,22187,47.506016,-122.289970,38334.5
99914:99240,22188,47.506126,-122.289886,38380.3
99914:99240,22189,47.506226,-122.289803,38421.1
99914:99240,22190,47.506325,-122.289696,38467.0
99914:99240,22191,47.506409,-122.289589,38507.7
99914:99240,22192,47.506500,-122.289459,38553.6
99914:99240,22193,47.506584,-122.289337,38594.4
99914:99240,22194,47.506657,-122.289192,38640.3
99914:99240,22195,47.506725,-122.289055,38681.0
99914:99240,22196,47.506786,-122.288902,38726.9
99914:99240,22197,47.506832,-122.288750,38767.6
99914:99240,22198,47.506882,-122.288574,38813.5
99914:99240,22199,47.506912,-122.288422,38854.3
99914:99240,22200,47.506943,-122.288284,38889.8
99914:99240,22201,47.506966,-122.288124,38929.8
99914:99240,22202,47.506985,-122.287918,38979.8
99914:99240,22203,47.506996,-122.287712,39032.4
99914:99240,22204,47.507320,-122.281349,40610.7
99914:99240,22205,47.507336,-122.281021,40692.3
99914:99240,22206,47.507366,-122.280708,40768.4
99914:99240,22207,47.507412,-122.280434,40840.3
99914:99240,22208,47.507481,-122.280159,40912.5
99914:99240,22209,47.507565,-122.279884,40984.7
99914:99240,22210,47.507641,-122.279694,41040.2
99914:99240,22211,47.507744,-122.279488,41101.3
99914:99240,22212,47.507847,-122.279297,41162.3
99914:99240,22213,47.507954,-122.279152,41217.8
99914:99240,22214,47.508064,-122.278999,41273.4
99914:99240,22215,47.508209,-122.278847,41334.5
99914:99240,22216,47.508343,-122.278725,41395.6
99914:99240,22217,47.508480,-122.278618,41451.1
99914:99240,22218,47.508625,-122.278534,41506.7
99914:99240,22219,47.508751,-122.278465,41556.7
99914:99240,22220,47.508900,-122.278412,41612.3
99914:99240,22221,47.509052,-122.278381,41667.8
99914:99240,22222,47.509171,-122.278374,41711.5
99914:99240,22223,47.509323,-122.278358,41765.9
99914:99240,22224,47.510098,-122.278374,42048.3
99914:99240,22225,47.510536,-122.278397,42209.7
99914:99240,22226,47.510952,-122.278435,42359.5
99914:99240,22227,47.512230,-122.278603,42828.8
99914:99240,22228,47.513401,-122.278778,43259.9
99914:99240,22229,47.513752,-122.278809,43385.8
99914:99240,22230,47.514526,-122.278862,43668.2
99914:99240,22231,47.515610,-122.278999,44065.6
99914:99240,22232,47.515823,-122.279037,44146.1
99914:99240,22233,47.516808,-122.279228,44506.0
99914:99240,22234,47.517700,-122.279434,44837.5
99914:99240,22235,47.518349,-122.279587,45075.3
99914:99240,22236,47.519215,-122.279762,45396.3
99914:99240,22237,47.519436,-122.279808,45476.5
99914:99240,22238,47.519753,-122.279846,45591.8
99914:99240,22239,47.520042,-122.279861,45698.2
99914:99240,22240,47.520355,-122.279831,45813.4
99914:99240,22241,47.520672,-122.279793,45928.7
99914:99240,22242,47.520908,-122.279739,46014.2
99914:99240,22243,47.521660,-122.279533,46295.9
99914:99240,22244,47.522961,-122.279190,46776.3
99914:99240,22245,47.524300,-122.278824,47274.2
99914:99240,22246,47.524662,-122.278778,47405.3
99914:99240,22247,47.525002,-122.278778,47529.2
99914:99240,22248,47.525360,-122.278831,47660.3
99914:99240,22249,47.525726,-122.278961,47798.8
99914:99240,22250,47.528400,-122.280296,48827.6
99914:99240,22251,47.528820,-122.280457,48986.1
99914:99240,22252,47.529274,-122.280586,49153.4
99914:99240,22253,47.529537,-122.280609,49250.3
99914:99240,22254,47.529827,-122.280640,49359.6
99914:99240,22255,47.535858,-122.280746,51557.9
99914:99240,22256,47.536274,-122.280785,51710.4
99914:99240,22257,47.536667,-122.280899,51855.4
99914:99240,22258,47.536881,-122.280983,51936.0
99914:99240,22259,47.537121,-122.281090,52026.3
99914:99240,22260,47.538483,-122.281784,52550.9
99914:99240,22261,47.540848,-122.283005,53465.3
99914:99240,22262,47.545441,-122.285225,55228.8
99914:99240,22263,47.546650,-122.285828,55695.5
99914:99240,22264,47.549564,-122.287224,56812.2
99914:99240,22265,47.553982,-122.289368,58506.6
99914:99240,22266,47.555500,-122.290047,59085.1
99914:99240,22267,47.555748,-122.290176,59183.2
99914:99240,22268,47.556973,-122.290909,59665.2
99914:99240,22269,47.560249,-122.292984,60965.3
99914:99240,22270,47.565762,-122.296471,63152.0
99914:99240,22271,47.565994,-122.296623,63245.6
99914:99240,22272,47.566204,-122.296715,63323.7
99914:99240,22273,47.566429,-122.296799,63408.9
99914:99240,22274,47.566643,-122.296852,63487.1
99914:99240,22275,47.566853,-122.296890,63565.3
99914:99240,22276,47.567085,-122.296906,63650.5
99914:99240,22277,47.568481,-122.296837,64159.5
99914:99240,22278,47.570549,-122.296852,64915.2
99914:99240,22279,47.573303,-122.296822,65919.6
99914:99240,22280,47.574821,-122.296783,66474.0
99914:99240,22281,47.574982,-122.296799,66530.8
99914:99240,22282,47.575100,-122.296799,66576.2
99914:99240,22283,47.575226,-122.296822,66621.5
99914:99240,22284,47.575344,-122.296852,66666.8
99914:99240,22285,47.575470,-122.296906,66712.2
99914:99240,22286,47.575665,-122.296989,66785.8
99914:99240,22287,47.575848,-122.297112,66859.5
99914:99240,22288,47.576958,-122.297958,67315.3
99914:99240,22289,47.577228,-122.298164,67426.9
99914:99240,22290,47.577328,-122.298248,67467.5
99914:99240,22291,47.577393,-122.298317,67495.7
99914:99240,22292,47.577477,-122.298393,67533.3
99914:99240,22293,47.577545,-122.298492,67566.2
99914:99240,22294,47.577606,-122.298584,67599.1
99914:99240,22295,47.577671,-122.298683,67632.0
99914:99240,22296,47.577721,-122.298790,67664.9
99914:99240,22297,47.577785,-122.298912,67702.5
99914:99240,22298,47.577862,-122.299133,67763.5
99914:99240,22299,47.577927,-122.299355,67824.6
99914:99240,22300,47.577961,-122.299561,67875.4
99914:99240,22301,47.578060,-122.300133,68022.4
99914:99240,22302,47.578319,-122.301651,68406.5
99914:99240,22303,47.578373,-122.301933,68481.5
99914:99240,22304,47.578400,-122.302109,68524.9
99914:99240,22305,47.578419,-122.302223,68552.6
99914:99240,22306,47.578453,-122.302399,68598.6
99914:99240,22307,47.578510,-122.302605,68653.8
99914:99240,22308,47.578541,-122.302742,68690.6
99914:99240,22309,47.578567,-122.302849,68718.2
99914:99240,22310,47.578602,-122.302956,68745.8
99914:99240,22311,47.578632,-122.303093,68782.6
99914:99240,22312,47.578690,-122.303261,68828.6
99914:99240,22313,47.578743,-122.303436,68875.4
99914:99240,22314,47.578823,-122.303658,68937.8
99914:99240,22315,47.579742,-122.306404,69694.8
99914:99240,22316,47.579891,-122.306854,69817.5
99914:99240,22317,47.579979,-122.307190,69906.8
99914:99240,22318,47.580032,-122.307426,69968.8
99914:99240,22319,47.580059,-122.307587,70010.1
99914:99240,22320,47.580086,-122.307755,70051.4
99914:99240,22321,47.580105,-122.307892,70085.9
99914:99240,22322,47.580116,-122.308029,70120.3
99914:99240,22323,47.580132,-122.308167,70154.8
99914:99240,22324,47.580132,-122.308311,70189.2
99914:99240,22325,47.580143,-122.308449,70223.6
99914:99240,22326,47.580147,-122.308563,70251.1
99914:99240,22327,47.580143,-122.308670,70278.7
99914:99240,22328,47.580143,-122.308807,70313.1
99914:99240,22329,47.580135,-122.308983,70354.5
99914:99240,22330,47.580128,-122.309174,70402.7
99914:99240,22331,47.580120,-122.309280,70430.3
99914:99240,22332,47.580105,-122.309395,70457.8
99914:99240,22333,47.580086,-122.309532,70492.2
99914:99240,22334,47.580074,-122.309639,70519.8
99914:99240,22335,47.580048,-122.309776,70554.2
99914:99240,22336,47.580025,-122.309914,70588.7
99914:99240,22337,47.580002,-122.310020,70616.2
99914:99240,22338,47.579979,-122.310120,70643.7
99914:99240,22339,47.579941,-122.310280,70684.9
99914:99240,22340,47.579884,-122.310486,70739.5
99914:99240,22341,47.579819,-122.310692,70794.0
99914:99240,22342,47.579620,-122.311363,70975.5
99914:99260,5764,47.423115,-122.297729,0.0
99914:99260,5765,47.423225,-122.297729,40.6
99914:99260,5766,47.423973,-122.297737,312.3
99914:99260,5767,47.424168,-122.297729,381.8
99914:99260,5768,47.424633,-122.297684,553.3
99914:99260,5769,47.425098,-122.297646,722.3
99914:99260,5770,47.425423,-122.297615,841.2
99914:99260,5771,47.425720,-122.297607,949.8
99914:99260,5772,47.426010,-122.297607,1056.3
99914:99260,5773,47.426289,-122.297607,1158.3
99914:99260,5774,47.426937,-122.297646,1393.7
99914:99260,5775,47.428734,-122.297737,2048.1
99914:99260,5776,47.430534,-122.297867,2708.0
99914:99260,5777,47.431259,-122.297905,2972.8
99914:99260,5778,47.431915,-122.297920,3212.6
99914:99260,5779,47.432362,-122.297920,3376.5
99914:99260,5780,47.432945,-122.297890,3587.2
99914:99260,5781,47.433598,-122.297836,3824.5
99914:99260,5782,47.434109,-122.297768,4013.1
99914:99260,5783,47.434723,-122.297668,4237.3
99914:99260,5784,47.435867,-122.297508,4658.2
99914:99260,5785,47.436348,-122.297409,4834.5
99914:99260,5786,47.436642,-122.297356,4943.1
99914:99260,5787,47.436901,-122.297279,5039.1
99914:99260,5788,47.437717,-122.296974,5346.3
99914:99260,5789,47.438175,-122.296783,5519.1
99914:99260,5790,47.438515,-122.296692,5646.0
99914:99260,5791,47.438808,-122.296631,5755.1
99914:99260,5792,47.439224,-122.296593,5906.0
99914:99260,5793,47.439632,-122.296577,6054.8
99914:99260,5794,47.440102,-122.296593,6226.2
99914:99260,5795,47.440590,-122.296623,6404.8
99914:99260,5796,47.442055,-122.296646,6938.8
99914:99260,5797,47.443852,-122.296700,7593.2
99914:99260,5798,47.444210,-122.296715,7725.6
99914:99260,5799,47.444920,-122.296768,7982.4
99914:99260,5800,47.445053,-122.296783,8032.4
99914:99260,5801,47.446060,-122.296867,8399.4
99914:99260,5802,47.446133,-122.296883,8426.6
99914:99260,5803,47.446228,-122.296883,8460.1
99914:99260,5804,47.446331,-122.296883,8497.6
99914:99260,5805,47.446472,-122.296890,8550.5
99914:99260,5806,47.446785,-122.296951,8664.4
99914:99260,5807,47.446983,-122.296974,8738.0
99914:99260,5808,47.447067,-122.296974,8768.7
99914:99260,5809,47.447159,-122.296989,8801.0
99914:99260,5810,47.447239,-122.296989,8830.7
99914:99260,5811,47.447472,-122.297005,8914.9
99914:99260,5812,47.447983,-122.297005,9103.1
99914:99260,5813,47.448566,-122.297005,9316.3
99914:99260,5814,47.448704,-122.297020,9364.9
99914:99260,5815,47.448833,-122.297043,9413.9
99914:99260,5816,47.448944,-122.297073,9455.6
99914:99260,5817,47.449058,-122.297112,9497.6
99914:99260,5818,47.449181,-122.297180,9545.2
99914:99260,5819,47.449284,-122.297234,9584.3
99914:99260,5820,47.449387,-122.297302,9626.7
99914:99260,5821,47.449474,-122.297371,9662.8
99914:99260,5822,47.449581,-122.297478,9709.9
99914:99260,5823,47.449657,-122.297562,9742.8
99914:99260,5824,47.449711,-122.297630,9768.9
99914:99260,5825,47.449772,-122.297699,9798.5
99914:99260,5826,47.449833,-122.297798,9831.2
99914:99260,5827,47.449917,-122.297920,9873.4
99914:99260,5828,47.450077,-122.298164,9957.7
99914:99260,5829,47.450363,-122.298599,10109.0
99914:99260,5830,47.450516,-122.298843,10190.0
99914:99260,5831,47.450623,-122.298981,10240.8
99914:99260,5832,47.450737,-122.299133,10297.9
99914:99260,5833,47.450806,-122.299232,10333.6
99914:99260,5834,47.450924,-122.299370,10386.8
99914:99260,5835,47.451042,-122.299492,10438.8
99914:99260,5836,47.451187,-122.299629,10502.7
99914:99260,5837,47.451324,-122.299751,10562.4
99914:99260,5838,47.451473,-122.299873,10624.0
99914:99260,5839,47.451611,-122.299965,10678.0
99914:99260,5840,47.451744,-122.300049,10732.2
99914:99260,5841,47.451901,-122.300133,10792.0
99914:99260,5842,47.452064,-122.300217,10855.4
99914:99260,5843,47.452206,-122.300270,10907.7
99914:99260,5844,47.452347,-122.300323,10961.4
99914:99260,5845,47.452507,-122.300362,11022.0
99914:99260,5846,47.452683,-122.300392,11085.4
99914:99260,5847,47.452835,-122.300415,11141.9
99914:99260,5848,47.452995,-122.300430,11200.3
99914:99260,5849,47.453133,-122.300430,11250.8
99914:99260,5850,47.453316,-122.300430,11318.0
99914:99260,5851,47.455894,-122.300415,12259.8
99914:99260,5852,47.456184,-122.300415,12363.9
99914:99260,5853,47.456348,-122.300407,12424.2
99914:99260,5854,47.456543,-122.300392,12493.8
99914:99260,5855,47.456669,-122.300362,12540.9
99914:99260,5856,47.456829,-122.300323,12601.3
99914:99260,5857,47.456997,-122.300278,12661.7
99914:99260,5858,47.457157,-122.300217,12722.2
99914:99260,5859,47.457313,-122.300148,12782.5
99914:99260,5860,47.457466,-122.300064,12843.0
99914:99260,5861,47.457622,-122.299980,12903.4
99914:99260,5862,47.457779,-122.299873,12963.8
99914:99260,5863,47.457920,-122.299759,13024.2
99914:99260,5864,47.458069,-122.299652,13084.6
99914:99260,5865,47.458206,-122.299515,13145.0
99914:99260,5866,47.458336,-122.299393,13201.0
99914:99260,5867,47.458447,-122.299271,13253.0
99914:99260,5868,47.458591,-122.299110,13318.2
99914:99260,5869,47.458786,-122.298874,13408.9
99914:99260,5870,47.463230,-122.293243,15545.8
99914:99260,5871,47.463287,-122.293175,15571.8
99914:99260,5872,47.463390,-122.293045,15623.7
99914:99260,5873,47.463490,-122.292892,15675.8
99914:99260,5874,47.463543,-122.292824,15701.8
99914:99260,5875,47.463592,-122.292755,15727.8
99914:99260,5876,47.463646,-122.292671,15753.8
99914:99260,5877,47.463711,-122.292580,15786.9
99914:99260,5878,47.463818,-122.292397,15847.5
99914:99260,5879,47.463921,-122.292206,15908.2
99914:99260,5880,47.464024,-122.292000,15968.9
99914:99260,5881,47.464115,-122.291801,16029.5
99914:99260,5882,47.464203,-122.291595,16090.1
99914:99260,5883,47.464283,-122.291374,16150.8
99914:99260,5884,47.464333,-122.291237,16190.6
99914:99260,5885,47.464390,-122.291046,16240.2
99914:99260,5886,47.464447,-122.290871,16289.8
99914:99260,5887,47.464462,-122.290771,16314.6
99914:99260,5888,47.464485,-122.290680,16339.4
99914:99260,5889,47.464508,-122.290581,16365.2
99914:99260,5890,47.464520,-122.290489,16388.9
99914:99260,5891,47.464527,-122.290390,16413.7
99914:99260,5892,47.464535,-122.290283,16438.5
99914:99260,5893,47.464554,-122.290161,16470.8
99914:99260,5894,47.464554,-122.290009,16507.3
99914:99260,5895,47.464550,-122.289856,16543.8
99914:99260,5896,47.464531,-122.289719,16580.3
99914:99260,5897,47.464512,-122.289574,16616.9
99914:99260,5898,47.464489,-122.289421,16653.4
99914:99260,5899,47.464458,-122.289299,16685.7
99914:99260,5900,47.464428,-122.289200,16713.7
99914:99260,5901,47.464397,-122.289093,16741.7
99914:99260,5902,47.464359,-122.289001,16769.7
99914:99260,5903,47.464237,-122.288658,16865.6
99914:99260,5904,47.463989,-122.287956,17060.2
99914:99260,5905,47.463654,-122.287033,17321.6
99914:99260,5906,47.463535,-122.286690,17415.0
99914:99260,5907,47.463367,-122.286224,17545.9
99914:99260,5908,47.463322,-122.286087,17583.8
99914:99260,5909,47.463291,-122.285950,17616.7
99914:99260,5910,47.463257,-122.285805,17658.3
99914:99260,5911,47.463238,-122.285652,17695.4
99914:99260,5912,47.463223,-122.285500,17732.3
99914:99260,5913,47.463211,-122.285339,17773.7
99914:99260,5914,47.463211,-122.285118,17828.2
99914:99260,5915,47.463223,-122.284843,17894.6
99914:99260,5916,47.463245,-122.284569,17962.4
99914:99260,5917,47.463268,-122.284340,18022.7
99914:99260,5918,47.463306,-122.284096,18083.0
99914:99260,5919,47.463356,-122.283836,18150.8
99914:99260,5920,47.463402,-122.283600,18211.1
99914:99260,5921,47.463459,-122.283371,18271.4
99914:99260,5922,47.463558,-122.283043,18361.8
99914:99260,5923,47.463676,-122.282715,18452.3
99914:99260,5924,47.463802,-122.282402,18542.7
99914:99260,5925,47.463943,-122.282097,18633.1
99914:99260,5926,47.464066,-122.281883,18700.9
99914:99260,5927,47.464172,-122.281700,18761.7
99914:99260,5928,47.464756,-122.280830,19064.4
99914:99260,5929,47.464943,-122.280525,19166.9
99914:99260,5930,47.465065,-122.280312,19236.8
99914:99260,5931,47.465168,-122.280106,19298.1
99914:99260,5932,47.465267,-122.279915,19359.3
99914:99260,5933,47.465374,-122.279671,19429.3
99914:99260,5934,47.465481,-122.279396,19508.0
99914:99260,5935,47.465576,-122.279152,19578.0
99914:99260,5936,47.465668,-122.278877,19656.7
99914:99260,5937,47.465763,-122.278572,19735.4
99914:99260,5938,47.465824,-122.278328,19801.7
99914:99260,5939,47.465885,-122.278084,19866.2
99914:99260,5940,47.465935,-122.277824,19930.9
99914:99260,5941,47.465973,-122.277580,19995.5
99914:99260,5942,47.465996,-122.277344,20052.9
99914:99260,5943,47.466011,-122.277115,20110.4
99914:99260,5944,47.466026,-122.276878,20167.8
99914:99260,5945,47.466026,-122.276649,20225.3
99914:99260,5946,47.466026,-122.276413,20282.8
99914:99260,5947,47.466019,-122.276184,20340.2
99914:99260,5948,47.465996,-122.275955,20397.6
99914:99260,5949,47.465973,-122.275734,20455.0
99914:99260,5950,47.465923,-122.275421,20534.0
99914:99260,5951,47.465862,-122.275108,20614.9
99914:99260,5952,47.465382,-122.273094,21139.6
99914:99260,5953,47.465309,-122.272743,21233.4
99914:99260,5954,47.465267,-122.272484,21298.8
99914:99260,5955,47.465241,-122.272247,21357.8
99914:99260,5956,47.465218,-122.272003,21416.8
99914:99260,5957,47.465206,-122.271774,21475.8
99914:99260,5958,47.465214,-122.271431,21560.2
99914:99260,5959,47.465229,-122.271118,21637.2
99914:99260,5960,47.465244,-122.270981,21673.6
99914:99260,5961,47.465279,-122.270828,21710.2
99914:99260,5962,47.465302,-122.270691,21746.8
99914:99260,5963,47.465336,-122.270554,21783.4
99914:99260,5964,47.465382,-122.270393,21825.2
99914:99260,5965,47.465431,-122.270271,21861.8
99914:99260,5966,47.465481,-122.270134,21898.4
99914:99260,5967,47.465534,-122.270027,21935.0
99914:99260,5968,47.465603,-122.269897,21971.6
99914:99260,5969,47.465668,-122.269791,22008.2
99914:99260,5970,47.465736,-122.269684,22044.8
99914:99260,5971,47.465801,-122.269585,22081.4
99914:99260,5972,47.465908,-122.269463,22128.5
99914:99260,5973,47.466011,-122.269356,22175.5
99914:99260,5974,47.466125,-122.269257,22222.6
99914:99260,5975,47.466225,-122.269180,22264.4
99914:99260,5976,47.466347,-122.269112,22311.4
99914:99260,5977,47.466454,-122.269051,22353.2
99914:99260,5978,47.466564,-122.269012,22395.0
99914:99260,5979,47.466709,-122.268974,22446.4
99914:99260,5980,47.466843,-122.268944,22497.8
99914:99260,5981,47.467011,-122.268921,22559.5
99914:99260,5982,47.468437,-122.268791,23080.6
99914:99260,5983,47.468620,-122.268791,23146.9
99914:99260,5984,47.468800,-122.268791,23211.0
99914:99260,5985,47.468994,-122.268806,23284.3
99914:99260,5986,47.469170,-122.268822,23348.4
99914:99260,5987,47.469566,-122.268890,23493.3
99914:99260,5988,47.472145,-122.269440,24444.6
99914:99260,5989,47.472626,-122.269562,24621.8
99914:99260,5990,47.473103,-122.269699,24799.1
99914:99260,5991,47.473419,-122.269806,24917.3
99914:99260,5992,47.473736,-122.269928,25035.5
99914:99260,5993,47.474049,-122.270050,25153.6
99914:99260,5994,47.474354,-122.270187,25271.8
99914:99260,5995,47.474621,-122.270325,25375.2
99914:99260,5996,47.474892,-122.270462,25478.6
99914:99260,5997,47.475780,-122.270950,25824.9
99914:99260,5998,47.478886,-122.272690,27036.7
99914:99260,5999,47.479065,-122.272766,27104.8
99914:99260,6000,47.479229,-122.272850,27167.7
99914:99260,6001,47.479374,-122.272903,27223.2
99914:99260,6002,47.479523,-122.272957,27278.8
99914:99260,6003,47.479755,-122.273026,27366.1
99914:99260,6004,47.479996,-122.273071,27453.4
99914:99260,6005,47.480213,-122.273094,27532.8
99914:99260,6006,47.480454,-122.273094,27620.1
99914:99260,6007,47.480644,-122.273087,27691.2
99914:99260,6008,47.480816,-122.273071,27754.1
99914:99260,6009,47.481556,-122.272949,28023.9
99914:99260,6010,47.481808,-122.272919,28116.7
99914:99260,6011,47.482079,-122.272896,28216.8
99914:99260,6012,47.482330,-122.272903,28308.6
99914:99260,6013,47.482487,-122.272934,28365.0
99914:99260,6014,47.482636,-122.272972,28421.4
99914:99260,6015,47.482788,-122.273018,28477.8
